"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2014.MMP00087,2014.MMP00087,"North America","Tue, 05/13/2014 - 12:00",2014,May,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.95283, -112.34965","US-Mexico border crossing",,"Northern America",5
2014.MMP00088,2014.MMP00088,"North America","Wed, 05/21/2014 - 12:00",2014,May,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.61445, -111.68357","US-Mexico border crossing",,"Northern America",5
2014.MMP00089,2014.MMP00089,"North America","Thu, 05/22/2014 - 12:00",2014,May,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.46313, -111.6213","US-Mexico border crossing",,"Northern America",5
2014.MMP00090,2014.MMP00090,Mediterranean,"Fri, 05/23/2014 - 12:00",2014,May,1,0,1,,,1,1,"Accidental death",Greece,"Afghan immigrant dies in back of truck","39.5061, 20","Eastern Mediterranean",http://bit.ly/TzKj34,Uncategorized,1
2014.MMP00091,2014.MMP00091,Europe,"Fri, 05/23/2014 - 12:00",2014,May,1,,1,,,1,1,"Vehicle accident / death linked to hazardous transport","Calais, France","Calais Migrant Solidarity, La Voix du Nord","50.9513, 1.85869","English Channel to the UK","http://bit.ly/1DpK8rz, https://archive.vn/B23zM, https://archive.vn/pTnr0","Western Europe",4
2014.MMP00092,2014.MMP00092,"North America","Tue, 05/27/2014 - 12:00",2014,May,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.0667, -113.1525","US-Mexico border crossing",,"Northern America",5
2014.MMP00093,2014.MMP00093,"North America","Wed, 05/28/2014 - 12:00",2014,May,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.34675, -109.4814","US-Mexico border crossing",,"Northern America",5
2014.MMP00094,2014.MMP00094,"North America","Fri, 05/30/2014 - 12:00",2014,May,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.437783, -111.636383","US-Mexico border crossing",,"Northern America",5
2014.MMP00095,2014.MMP00095,"North America","Fri, 05/30/2014 - 12:00",2014,May,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.437983, -111.636383","US-Mexico border crossing",,"Northern America",5
2014.MMP00096,2014.MMP00096,"Eastern Africa","Sat, 05/31/2014 - 12:00",2014,May,62,0,62,0,,,,Drowning,"Gulf of Aden","New Vision","12.5331, 48","Horn of Africa to Yemen crossing",http://bit.ly/1vs8jBB,Uncategorized,1
2014.MMP00097,2014.MMP00097,"North America","Sun, 06/01/2014 - 12:00",2014,June,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.62445, -111.3423","US-Mexico border crossing",,"Northern America",5
2014.MMP00098,2014.MMP00098,"North America","Tue, 06/03/2014 - 12:00",2014,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.334397, -110.96816","US-Mexico border crossing",,"Northern America",5
2014.MMP00099,2014.MMP00099,Mediterranean,"Thu, 06/05/2014 - 12:00",2014,June,3,0,3,,,,,"Mixed or unknown","Italian waters",Reuters,"35.358, 13","Central Mediterranean",http://reut.rs/2bBvz2p,Uncategorized,1
2014.MMP00100,2014.MMP00100,"North America","Fri, 06/06/2014 - 12:00",2014,June,1,,1,,1,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.564183, -111.670617","US-Mexico border crossing",,"Northern America",5
2014.MMP00101,2014.MMP00101,Mediterranean,"Sun, 06/08/2014 - 12:00",2014,June,4,,4,,,,,Drowning,"Italian waters","The Guardian","35.4125, 12","Central Mediterranean",http://bit.ly/1qNxMp5,Uncategorized,1
2014.MMP00102,2014.MMP00102,Mediterranean,"Mon, 06/09/2014 - 12:00",2014,June,3,2,5,0,,,,Drowning,"Italian waters","The Guardian","36.4935, 14","Central Mediterranean",http://bit.ly/1kal8el,Uncategorized,1
2014.MMP00103,2014.MMP00103,"North America","Mon, 06/09/2014 - 12:00",2014,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.906667, -112.0059","US-Mexico border crossing",,"Northern America",5
2014.MMP00104,2014.MMP00104,"North America","Mon, 06/09/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.23316, -112.959966","US-Mexico border crossing",,"Northern America",5
2014.MMP00105,2014.MMP00105,"North America","Tue, 06/10/2014 - 12:00",2014,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.05, -112.9","US-Mexico border crossing",,"Northern America",5
2014.MMP00106,2014.MMP00106,"North America","Tue, 06/10/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.48843, -112.59816","US-Mexico border crossing",,"Northern America",5
2014.MMP00107,2014.MMP00107,"North America","Thu, 06/12/2014 - 12:00",2014,June,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.778767, -111.396767","US-Mexico border crossing",,"Northern America",5
2014.MMP00108,2014.MMP00108,"North America","Thu, 06/12/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.833333, -113.75","US-Mexico border crossing",,"Northern America",5
2014.MMP00109,2014.MMP00109,"North America","Thu, 06/12/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.914994, -111.875669","US-Mexico border crossing",,"Northern America",5
2014.MMP00110,2014.MMP00110,"North America","Thu, 06/12/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.84452, -111.86507","US-Mexico border crossing",,"Northern America",5
2014.MMP00111,2014.MMP00111,"North America","Fri, 06/13/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.14323, -112.58124","US-Mexico border crossing",,"Northern America",5
2014.MMP00112,2014.MMP00112,"North America","Sat, 06/14/2014 - 12:00",2014,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.78543, -111.86321","US-Mexico border crossing",,"Northern America",5
2014.MMP00113,2014.MMP00113,"North America","Sat, 06/14/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.49908, -111.40091","US-Mexico border crossing",,"Northern America",5
2014.MMP00114,2014.MMP00114,Mediterranean,"Sat, 06/14/2014 - 12:00",2014,June,10,0,10,39,,,,Drowning,"Between Libya and Sicily",Reuters,"34.2775, 15","Central Mediterranean",http://reut.rs/1qNxMVT,Uncategorized,1
2014.MMP00115,2014.MMP00115,"South-eastern Asia","Sat, 06/14/2014 - 12:00",2014,June,6,,6,13,5,1,,"Vehicle accident / death linked to hazardous transport","Highway 304, Chachoengsao-Kabinburi Rd, Muangmai subdistrict, Ratchasan District, Chachoengsao Province, Thailand","Manager Online, Thairath","13.6702361, 101",,"https://archive.vn/KXLUP, https://archive.vn/TPkG5","South-eastern Asia",3
2014.MMP00116,2014.MMP00116,Mediterranean,"Sun, 06/15/2014 - 12:00",2014,June,1,0,1,356,,,,"Mixed or unknown","Central Med Route - Sicily",BBC,"35.9061, 12","Central Mediterranean",http://bbc.in/V7Onc6,Uncategorized,1
2014.MMP00117,2014.MMP00117,"South-eastern Asia","Sun, 06/15/2014 - 12:00",2014,June,2,,2,16,1,1,,"Vehicle accident / death linked to hazardous transport","Moo 4, Nong Yai subdistrict, Nong Yai district, Chonburi province, Thailand","Kom Chad Luek, Khao Sod, Manager Online","13.1394249, 101",,"https://archive.vn/54Bzx, https://archive.vn/jSoQI, https://archive.vn/BroLM","South-eastern Asia",3
2014.MMP00118,2014.MMP00118,"Eastern Africa","Mon, 06/16/2014 - 12:00",2014,June,0,29,29,,,,,Drowning,"Between North Africa and Canary Islands","La Vanguardia","28.348645, -13","Western Africa / Atlantic route to the Canary Islands",http://bit.ly/28IfW7F,Uncategorized,1
2014.MMP00119,2014.MMP00119,"North America","Mon, 06/16/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","La India Ranch, Brooks County, Texas, USA","Operation Identificatio, U. of Texas","27.15310333, -98","US-Mexico border crossing",,"Northern America",5
2014.MMP00121,2014.MMP00121,Mediterranean,"Wed, 06/18/2014 - 12:00",2014,June,4,0,4,0,,,,Violence,"Morocco/Spain border near Melilla",L'Espresso,"35.2783, -3","Western Mediterranean",http://bit.ly/U4b8wu,Uncategorized,1
2014.MMP00122,2014.MMP00122,"North America","Wed, 06/18/2014 - 12:00",2014,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.16403, -111.71384","US-Mexico border crossing",,"Northern America",5
2014.MMP00123,2014.MMP00123,"South-eastern Asia","Wed, 06/18/2014 - 12:00",2014,June,9,26,35,62,1,8,1,Drowning,"Coast of Malaysia - Strait of Malacca","The World Post (Huffington and BIG)","4.66259, 100",,http://huff.to/1ygPxkU,"South-eastern Asia",1
2014.MMP00124,2014.MMP00124,"North America","Thu, 06/19/2014 - 12:00",2014,June,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.17175, -111.20567","US-Mexico border crossing",,"Northern America",5
2014.MMP00125,2014.MMP00125,"North America","Thu, 06/19/2014 - 12:00",2014,June,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.4275, -111.64305","US-Mexico border crossing",,"Northern America",5
2014.MMP00126,2014.MMP00126,"North America","Wed, 06/25/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.49936, -112.21016","US-Mexico border crossing",,"Northern America",5
2014.MMP00127,2014.MMP00127,Mediterranean,"Fri, 06/27/2014 - 12:00",2014,June,0,240,240,0,,,,Drowning,"TBC - boat went missing, not recovered","IOM Rome Office - Flavio Di Giacomo","34.6033, 17","Central Mediterranean",,Uncategorized,4
2014.MMP00128,2014.MMP00128,"North America","Sat, 06/28/2014 - 12:00",2014,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.39289, -111.00497","US-Mexico border crossing",,"Northern America",5
2014.MMP00129,2014.MMP00129131,Mediterranean,"Sun, 06/29/2014 - 12:00",2014,June,2,,2,,,4,,Drowning,"Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.","Yahoo! News","36.1838, 13","Central Mediterranean",https://au.news.yahoo.com/world/a/24373313/80-more-migrants-drown-in-latest-italy-boat-tragedy/,Uncategorized,1
2014.MMP00129,2014.MMP00129132,Mediterranean,"Sun, 06/29/2014 - 12:00",2014,June,,1,1,,,,,Drowning,"Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.","Yahoo! News","36.1838, 13","Central Mediterranean",https://au.news.yahoo.com/world/a/24373313/80-more-migrants-drown-in-latest-italy-boat-tragedy/,Uncategorized,1
2014.MMP00129,2014.MMP00129133,Mediterranean,"Sun, 06/29/2014 - 12:00",2014,June,,3,3,,,,,Drowning,"Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.","Yahoo! News","36.1838, 13","Central Mediterranean",https://au.news.yahoo.com/world/a/24373313/80-more-migrants-drown-in-latest-italy-boat-tragedy/,Uncategorized,1
2014.MMP00130,2014.MMP00130,Mediterranean,"Sun, 06/29/2014 - 12:00",2014,June,45,,45,566,,45,,"Vehicle accident / death linked to hazardous transport","Unspecified location between North Africa and Italy. Survivors taken to Pozzallo","Oman Daily Observer","36.222841, 14.688719","Central Mediterranean",http://bit.ly/1s1NEnD,Uncategorized,1
2014.MMP00131,2014.MMP00131,Mediterranean,"Tue, 07/01/2014 - 12:00",2014,July,0,75,75,27,,,,Drowning,"Recued off Sicily; taken to Catania, Sicily","Yahoo! News","36.4317, 15.8313","Central Mediterranean",http://yhoo.it/VJXUqq,Uncategorized,1
2014.MMP00132,2014.MMP00132,"North America","Tue, 07/01/2014 - 12:00",2014,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.6739, -111.84799","US-Mexico border crossing",,"Northern America",5
2014.MMP00133,2014.MMP00133,"North America","Wed, 07/02/2014 - 12:00",2014,July,1,,1,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.629327, -111.78697","US-Mexico border crossing",,"Northern America",5
2014.MMP00134,2014.MMP00134,"North America","Wed, 07/02/2014 - 12:00",2014,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.375917, -112","US-Mexico border crossing",,"Northern America",5
2014.MMP00135,2014.MMP00135,Mediterranean,"Sat, 07/05/2014 - 12:00",2014,July,13,,13,,,,,"Mixed or unknown","Boat drifting in Libyan waters",IANS,"33.0335, 15","Central Mediterranean",http://bit.ly/1owlyg0,Uncategorized,1
2014.MMP00136,2014.MMP00136,"North America","Sat, 07/05/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.081967, -113","US-Mexico border crossing",,"Northern America",5
2014.MMP00137,2014.MMP00137141,Mediterranean,"Sun, 07/06/2014 - 12:00",2014,July,3,,3,0,1,,2,Drowning,"Off the coast of Tripoli (capsized boat)",Reuters,"32.9615, 13","Central Mediterranean",http://bit.ly/1tj27A3,Uncategorized,1
2014.MMP00137,2014.MMP00137142,Mediterranean,"Sun, 07/06/2014 - 12:00",2014,July,3,,3,,,,,Drowning,"Off the coast of Tripoli (capsized boat)",Reuters,"32.9615, 13","Central Mediterranean",http://bit.ly/1tj27A3,Uncategorized,1
2014.MMP00137,2014.MMP00137143,Mediterranean,"Sun, 07/06/2014 - 12:00",2014,July,6,188,194,,,,,Drowning,"Off the coast of Tripoli (capsized boat)",Reuters,"32.9615, 13","Central Mediterranean",http://bit.ly/1tj27A3,Uncategorized,1
2014.MMP00138,2014.MMP00138,"Central America","Mon, 07/07/2014 - 12:00",2014,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Coatzacoalcos, Veracruz, Mexico","Noticias de Mexico","18.130861, -95",,http://bit.ly/1TKFKxF,"Central America",1
2014.MMP00139,2014.MMP00139,"North America","Mon, 07/07/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.316, -112","US-Mexico border crossing",,"Northern America",5
2014.MMP00140,2014.MMP00140,"North America","Thu, 07/10/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Barrosa Pasture, King Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.92635612, -97.709747","US-Mexico border crossing",,"Northern America",5
2014.MMP00141,2014.MMP00141,Mediterranean,"Fri, 07/11/2014 - 12:00",2014,July,4,21,25,13,1,2,1,Drowning,"Aegean Sea","Greek Reporter","37.862031, 26.921962","Eastern Mediterranean",http://bit.ly/2akKh88,Uncategorized,1
2014.MMP00142,2014.MMP00142,"North America","Sat, 07/12/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Singer Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99857326, -98.18627898","US-Mexico border crossing",,"Northern America",5
2014.MMP00143,2014.MMP00143,Mediterranean,"Sat, 07/12/2014 - 12:00",2014,July,12,,12,,,,,Drowning,"Bodies found on coast near Tripoli, Libya",IANS,"32.9511, 13.2042","Central Mediterranean",http://bit.ly/1owlyg0,Uncategorized,1
2014.MMP00144,2014.MMP00144,"North America","Sun, 07/13/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.62332, -112","US-Mexico border crossing",,"Northern America",5
2014.MMP00145,2014.MMP00145,"North America","Mon, 07/14/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99000755, -98","US-Mexico border crossing",,"Northern America",5
2014.MMP00146,2014.MMP00146,Mediterranean,"Mon, 07/14/2014 - 12:00",2014,July,1,109,110,12,1,,,Drowning,"40 miles off the coast of Libya",UNHCR,"33.6564, 15","Central Mediterranean",http://bit.ly/1sWPpWs,Uncategorized,4
2014.MMP00147,2014.MMP00147,"South-eastern Asia","Tue, 07/15/2014 - 12:00",2014,July,2,18,20,60,,,,Drowning,"Off the southwest coast of Malaysia",BBC,"6.35306, 115",,http://bbc.in/U7rVik,"South-eastern Asia",1
2014.MMP00148,2014.MMP00148,Mediterranean,"Thu, 07/17/2014 - 12:00",2014,July,3,0,3,90,,,,Drowning,"Just off the coast of Garabulli, Libya","Al-Arab Online","32.8343, 14","Central Mediterranean",http://bit.ly/1zPFO5S,Uncategorized,1
2014.MMP00149,2014.MMP00149,Mediterranean,"Thu, 07/17/2014 - 12:00",2014,July,0,41,41,61,,,,Drowning,"30 miles off the coast of Tripoli, Libya","The Daily Star","33.2423, 13","Central Mediterranean",http://bit.ly/1sqWRpz,Uncategorized,1
2014.MMP00150,2014.MMP00150,"North America","Thu, 07/17/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.03617, -113.00065","US-Mexico border crossing",,"Northern America",5
2014.MMP00151,2014.MMP00151,"North America","Fri, 07/18/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.95573817, -98","US-Mexico border crossing",,"Northern America",5
2014.MMP00152,2014.MMP00152,Mediterranean,"Sat, 07/19/2014 - 12:00",2014,July,2,53,55,1,,,,Drowning,"off the coast of Kafr el-Sheikh governorate, Egypt","Zee News","31.5818, 31","Central Mediterranean",http://bit.ly/1rDmowj,Uncategorized,1
2014.MMP00153,2014.MMP00153,Mediterranean,"Sat, 07/19/2014 - 12:00",2014,July,3,0,3,104,,,,Drowning,"Off the Libyan coast, northeast of Tripoli","World Bulletin","33.4442, 14","Central Mediterranean",http://bit.ly/1mJh3OD,Uncategorized,1
2014.MMP00154,2014.MMP00154160,Mediterranean,"Sat, 07/19/2014 - 12:00",2014,July,29,,29,569,,,1,"Mixed or unknown","Between Libya and Malta","IOM Libya, Voice of America","34.5821, 14.2163","Central Mediterranean",http://www.voanews.com/content/scores-of-migrants-murdered-on-smuggler-boat/1965217.html,Uncategorized,4
2014.MMP00154,2014.MMP00154161,Mediterranean,"Sat, 07/19/2014 - 12:00",2014,July,,151,151,,,,,Drowning,"Between Libya and Malta","IOM Libya, Voice of America","34.5821, 14.2163","Central Mediterranean",http://www.voanews.com/content/scores-of-migrants-murdered-on-smuggler-boat/1965217.html,Uncategorized,4
2014.MMP00156,2014.MMP00156,Mediterranean,"Mon, 07/21/2014 - 12:00",2014,July,5,14,19,61,,,,Drowning,"South of Sicily","Malta Today","36.3557, 14","Central Mediterranean",http://bit.ly/1kPk5Bh,Uncategorized,1
2014.MMP00157,2014.MMP00157,Europe,"Thu, 07/24/2014 - 12:00",2014,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Abandoned airfield outside Downham Market, England, UK","The independent","50.9584, 0","English Channel to the UK",http://ind.pn/1ArBv2L,"Northern Europe",1
2014.MMP00158,2014.MMP00158,"North America","Thu, 07/24/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.651, -111.6385","US-Mexico border crossing",,"Northern America",5
2014.MMP00159,2014.MMP00159,"North America","Sat, 07/26/2014 - 12:00",2014,July,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.37387, -113.14252","US-Mexico border crossing",,"Northern America",5
2014.MMP00160,2014.MMP00160,"North America","Sun, 07/27/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.532056, -111.533472","US-Mexico border crossing",,"Northern America",5
2014.MMP00162,2014.MMP00162,Mediterranean,"Mon, 07/28/2014 - 12:00",2014,July,20,108,128,22,,,,Drowning,"60 miles off the coast of Al Khums, Libya",ANSAMed,"34.4666, 14","Central Mediterranean",http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/07/30/shipwreck-off-libya-20-dead-and-dozens-missing_eff2b88f-dd09-429a-8657-616223095d74.html,Uncategorized,1
2014.MMP00163,2014.MMP00163,"North America","Wed, 07/30/2014 - 12:00",2014,July,1,,1,,,1,1,"Accidental death","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.6488, -110.697817","US-Mexico border crossing",,"Northern America",5
2014.MMP00164,2014.MMP00164,"North America","Wed, 07/30/2014 - 12:00",2014,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.83222, -112.05419","US-Mexico border crossing",,"Northern America",5
2014.MMP00165,2014.MMP00165,"North America","Thu, 07/31/2014 - 12:00",2014,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.949573, -112.871417","US-Mexico border crossing",,"Northern America",5
2014.MMP00166,2014.MMP00166,"Northern Africa","Thu, 07/31/2014 - 12:00",2014,July,1,,1,,,,,Violence,"Unspecified location, Libya",MHub,"26.163979, 11.855727","Sahara Desert crossing",,"Northern Africa",2
2014.MMP00167,2014.MMP00167,"Southern Asia","Wed, 07/30/2014 - 12:00",2014,July,1,,1,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Mountains, Iran",MHub,"37.414959, 48.122069",,,"Southern Asia",2
2014.MMP00168,2014.MMP00168,"Central America","Fri, 08/01/2014 - 12:00",2014,August,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Acatlan de Perez Figueroa, Oaxaca, Mexico","Imagen del Golfo","18.539117, -96.606006",,http://bit.ly/1SMpddB,"Central America",1
2014.MMP00169,2014.MMP00169,"North America","Fri, 08/01/2014 - 12:00",2014,August,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.26839, -111.4741","US-Mexico border crossing",,"Northern America",5
2014.MMP00170,2014.MMP00170,Mediterranean,"Sun, 08/03/2014 - 12:00",2014,August,2,170,172,200,1,,1,Drowning,"50 miles off Libyan coast","IOM Rome Office","33.499179, 15.490763","Central Mediterranean",,Uncategorized,4
2014.MMP00171,2014.MMP00171,"North America","Mon, 08/04/2014 - 12:00",2014,August,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.04927, -111.56971","US-Mexico border crossing",,"Northern America",5
2014.MMP00172,2014.MMP00172,"North America","Tue, 08/05/2014 - 12:00",2014,August,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.54141, -111.526","US-Mexico border crossing",,"Northern America",5
2014.MMP00173,2014.MMP00173,"North America","Tue, 08/05/2014 - 12:00",2014,August,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.197083, -113.05333","US-Mexico border crossing",,"Northern America",5
2014.MMP00174,2014.MMP00174,"North America","Tue, 08/05/2014 - 12:00",2014,August,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.685017, -111.997183","US-Mexico border crossing",,"Northern America",5
2014.MMP00175,2014.MMP00175,Europe,"Sat, 08/16/2014 - 12:00",2014,August,1,,1,34,,1,,Violence,"Dead body found shipping container in Tilbury docks, Essex, UK","News Letter  - The Pride of Northern Ireland","51.4616, 0.345211","English Channel to the UK",http://bit.ly/1sbXSrf,"Northern Europe",1
